timestamp,strategy,regime,price,quantity,mm_bought,mm_sold
431,FixedSpread,SellPressure,98.841145,1,0,0
431,FixedSpread,SellPressure,98.874549,2,0,1
432,FixedSpread,SellPressure,98.774549,10,1,0
432,FixedSpread,SellPressure,98.731220,3,0,0
435,FixedSpread,SellPressure,98.813203,14,0,0
436,FixedSpread,SellPressure,98.813203,6,0,0
436,FixedSpread,SellPressure,98.731220,9,0,0
438,FixedSpread,SellPressure,98.874549,8,0,1
438,FixedSpread,SellPressure,98.956895,5,0,0
442,FixedSpread,SellPressure,98.738088,7,1,0
444,FixedSpread,SellPressure,98.738088,3,1,0
445,FixedSpread,SellPressure,98.838088,6,0,1
447,FixedSpread,SellPressure,98.736930,13,0,0
447,FixedSpread,SellPressure,98.706657,7,0,0
449,FixedSpread,SellPressure,98.706657,12,0,0
452,FixedSpread,SellPressure,98.690980,7,1,0
453,FixedSpread,SellPressure,98.690980,3,1,0
460,FixedSpread,SellPressure,98.786855,10,0,0
461,FixedSpread,SellPressure,98.656391,13,0,0
462,FixedSpread,SellPressure,98.656391,5,0,0
462,FixedSpread,SellPressure,98.649762,4,1,0
463,FixedSpread,SellPressure,98.649762,6,1,0
464,FixedSpread,SellPressure,98.749762,10,0,1
465,FixedSpread,SellPressure,98.786855,2,0,0
465,FixedSpread,SellPressure,98.790980,8,0,1
471,FixedSpread,SellPressure,98.718906,10,0,1
471,FixedSpread,SellPressure,98.728729,6,0,0
471,FixedSpread,SellPressure,98.790980,1,0,1
472,FixedSpread,SellPressure,98.618906,3,1,0
473,FixedSpread,SellPressure,98.790980,1,0,1
473,FixedSpread,SellPressure,98.792633,13,0,0
476,FixedSpread,SellPressure,98.653377,6,0,0
482,FixedSpread,SellPressure,98.653377,5,0,0
482,FixedSpread,SellPressure,98.627513,10,1,0
482,FixedSpread,SellPressure,98.618906,2,1,0
483,FixedSpread,SellPressure,98.618906,5,1,0
483,FixedSpread,SellPressure,98.546882,13,0,0
483,FixedSpread,SellPressure,98.491483,1,0,0
487,FixedSpread,SellPressure,98.526808,12,0,0
487,FixedSpread,SellPressure,98.491483,4,0,0
488,FixedSpread,SellPressure,98.658668,10,0,0
489,FixedSpread,SellPressure,98.491483,7,0,0
490,FixedSpread,SellPressure,98.658668,2,0,0
490,FixedSpread,SellPressure,98.712686,7,0,0
490,FixedSpread,SellPressure,98.727513,10,0,1
492,FixedSpread,SellPressure,98.619608,12,0,0
492,FixedSpread,SellPressure,98.589593,7,1,0
493,FixedSpread,SellPressure,98.689593,10,0,1
493,FixedSpread,SellPressure,98.748202,8,0,0
495,FixedSpread,SellPressure,98.589593,3,1,0
495,FixedSpread,SellPressure,98.491483,3,0,0
497,FixedSpread,SellPressure,98.491483,1,0,0
500,FixedSpread,SellPressure,98.659163,4,0,0
503,FixedSpread,SellPressure,98.565328,8,1,0
504,FixedSpread,SellPressure,98.565328,2,1,0
506,FixedSpread,SellPressure,98.633680,7,0,0
509,FixedSpread,SellPressure,98.476630,16,0,0
510,FixedSpread,SellPressure,98.476630,4,0,0
516,FixedSpread,SellPressure,98.574330,16,0,0
516,FixedSpread,SellPressure,98.601463,3,0,0
517,FixedSpread,SellPressure,98.601463,4,0,0
518,FixedSpread,SellPressure,98.512607,8,1,0
519,FixedSpread,SellPressure,98.512607,2,1,0
519,FixedSpread,SellPressure,98.449955,14,0,0
521,FixedSpread,SellPressure,98.495021,7,1,0
522,FixedSpread,SellPressure,98.495021,3,1,0
531,FixedSpread,SellPressure,98.501269,3,0,1
532,FixedSpread,SellPressure,98.501269,7,0,1
532,FixedSpread,SellPressure,98.557155,4,0,0
532,FixedSpread,SellPressure,98.595021,4,0,1
533,FixedSpread,SellPressure,98.595021,6,0,1
533,FixedSpread,SellPressure,98.601463,1,0,0
534,FixedSpread,SellPressure,98.610476,11,0,0
534,FixedSpread,SellPressure,98.612607,2,0,1
536,FixedSpread,SellPressure,98.422638,3,0,0
536,FixedSpread,SellPressure,98.401269,3,1,0
537,FixedSpread,SellPressure,98.401269,2,1,0
539,FixedSpread,SellPressure,98.612607,1,0,1
540,FixedSpread,SellPressure,98.465836,1,0,0
541,FixedSpread,SellPressure,98.537576,10,0,1
541,FixedSpread,SellPressure,98.612607,2,0,1
542,FixedSpread,SellPressure,98.465836,13,0,0
543,FixedSpread,SellPressure,98.437576,10,1,0
543,FixedSpread,SellPressure,98.401269,1,1,0
544,FixedSpread,SellPressure,98.401269,4,1,0
544,FixedSpread,SellPressure,98.382643,3,0,0
551,FixedSpread,SellPressure,98.377492,2,1,0
552,FixedSpread,SellPressure,98.377492,8,1,0
552,FixedSpread,SellPressure,98.239108,12,0,0
553,FixedSpread,SellPressure,98.239108,3,0,0
559,FixedSpread,SellPressure,98.157023,2,0,0
560,FixedSpread,SellPressure,98.157023,17,0,0
561,FixedSpread,SellPressure,98.277382,10,1,0
569,FixedSpread,SellPressure,98.364198,8,0,0
569,FixedSpread,SellPressure,98.377382,10,0,1
571,FixedSpread,SellPressure,98.232745,4,1,0
573,FixedSpread,SellPressure,98.232745,6,1,0
581,FixedSpread,SellPressure,98.129812,10,1,0
584,FixedSpread,SellPressure,98.007235,3,0,0
587,FixedSpread,SellPressure,98.007235,3,0,0
588,FixedSpread,SellPressure,98.181548,7,0,0
589,FixedSpread,SellPressure,98.007235,4,0,0
590,FixedSpread,SellPressure,98.181548,1,0,0
590,FixedSpread,SellPressure,98.229812,8,0,1
594,FixedSpread,SellPressure,98.104685,10,1,0
594,FixedSpread,SellPressure,98.077984,4,0,0
596,FixedSpread,SellPressure,98.204685,10,0,1
596,FixedSpread,SellPressure,98.229019,6,0,0
598,FixedSpread,SellPressure,98.087839,4,0,0
599,FixedSpread,SellPressure,98.087839,1,0,0
602,FixedSpread,SellPressure,98.144802,13,0,0
607,FixedSpread,SellPressure,98.068675,10,1,0
608,FixedSpread,SellPressure,98.144802,5,0,0
608,FixedSpread,SellPressure,98.168675,10,0,1
608,FixedSpread,SellPressure,98.204084,2,0,0
611,FixedSpread,SellPressure,98.169902,10,0,1
611,FixedSpread,SellPressure,98.204084,5,0,0
611,FixedSpread,SellPressure,98.206506,5,0,0
613,FixedSpread,SellPressure,98.069902,10,1,0
623,FixedSpread,SellPressure,98.126604,6,0,0
623,FixedSpread,SellPressure,98.141533,3,0,1
626,FixedSpread,SellPressure,98.047297,7,0,0
627,FixedSpread,SellPressure,98.141533,7,0,1
627,FixedSpread,SellPressure,98.152204,3,0,0
630,FixedSpread,SellPressure,98.047297,5,0,0
